[21.7, 45.2, 1.7, 165.0, 1080.0, 3.0, 5.5, 0.14, 0.09, 7900.0, 27.9],
[18.3, 36.2, 4.9, 255.0, 915.0, 1.8, 3.5, 0.22, 0.15, 7050.0, 21.0],
[22.4, 47.0, 1.3, 150.0, 1120.0, 3.3, 6.0, 0.12, 0.07, 8100.0, 28.6],
[15.9, 30.8, 7.4, 310.0, 810.0, 1.1, 2.3, 0.3, 0.21, 6150.0, 16.8],
[19.4, 38.9, 3.6, 225.0, 950.0, 2.1, 4.0, 0.19, 0.12, 7250.0, 23.9],
[18.7, 37.9, 4.2, 235.0, 930.0, 1.9, 3.8, 0.21, 0.14, 7100.0, 22.5],
[20.5, 42.7, 2.6, 195.0, 1010.0, 2.6, 4.6, 0.17, 0.11, 7550.0, 26.3],
[17.5, 35.0, 5.5, 265.0, 875.0, 1.6, 3.1, 0.24, 0.16, 6650.0, 19.6],
[19.8, 40.7, 3.1, 215.0, 975.0, 2.2, 4.3, 0.18, 0.12, 7350.0, 24.8],
[16.6, 33.1, 6.5, 285.0, 840.0, 1.4, 2.8, 0.27, 0.18, 6350.0, 18.3],
[21.2, 44.0, 2.0, 175.0, 1045.0, 2.8, 5.0, 0.15, 0.09, 7750.0, 27.1],
[18.1, 36.5, 4.7, 248.0, 918.0, 1.7, 3.3, 0.23, 0.15, 7020.0, 20.9],
[22.0, 46.5, 1.6, 155.0, 1095.0, 3.2, 5.7, 0.13, 0.08, 8050.0, 28.4],
[15.5, 31.5, 7.0, 305.0, 815.0, 1.2, 2.4, 0.29, 0.2, 6180.0, 17.1],
[19.3, 39.2, 3.8, 228.0, 955.0, 2.0, 3.9, 0.2, 0.13, 7280.0, 23.7],
[18.6, 38.0, 4.3, 238.0, 925.0, 1.8, 3.6, 0.22, 0.14, 7120.0, 22.2],
[20.7, 43.1, 2.5, 188.0, 1025.0, 2.7, 4.7, 0.16, 0.1, 7600.0, 26.6],
[17.1, 34.5, 5.9, 275.0, 860.0, 1.5, 3.0, 0.26, 0.17, 6500.0, 19.0],
[19.7, 40.2, 3.3, 212.0, 985.0, 2.3, 4.1, 0.18, 0.12, 7380.0, 24.6],
[16.8, 33.4, 6.2, 282.0, 845.0, 1.4, 2.9, 0.27, 0.18, 6380.0, 18.4],
[21.5, 45.0, 1.8, 168.0, 1070.0, 2.9, 5.3, 0.14, 0.09, 7880.0, 27.6],
[18.2, 36.8, 4.6, 252.0, 912.0, 1.8, 3.4, 0.23, 0.15, 6990.0, 21.2],
[22.3, 46.8, 1.4, 152.0, 1110.0, 3.3, 5.9, 0.12, 0.07, 8080.0, 28.5],
[15.8, 31.0, 7.3, 308.0, 805.0, 1.1, 2.2, 0.3, 0.21, 6120.0, 16.9],
[19.5, 39.5, 3.9, 223.0, 948.0, 2.1, 3.8, 0.19, 0.12, 7220.0, 23.6],
[18.4, 37.8, 4.5, 242.0, 915.0, 1.9, 3.7, 0.21, 0.14, 7050.0, 22.1],
[20.9, 43.9, 2.3, 182.0, 1040.0, 2.8, 5.0, 0.16, 0.1, 7700.0, 26.9],
[17.3, 34.8, 5.7, 268.0, 872.0, 1.6, 3.2, 0.25, 0.16, 6600.0, 19.4],
[19.2, 40.1, 3.4, 218.0, 970.0, 2.2, 4.0, 0.19, 0.12, 7320.0, 24.3],
[16.5, 32.9, 6.6, 288.0, 838.0, 1.3, 2.8, 0.28, 0.19, 6330.0, 18.2],
[21.6, 44.5, 1.9, 172.0, 1060.0, 2.9, 5.4, 0.15, 0.09, 7820.0, 27.3],
[18.0, 36.4, 4.8, 250.0, 908.0, 1.7, 3.3, 0.23, 0.15, 6980.0, 20.8],
[22.2, 46.9, 1.5, 158.0, 1105.0, 3.2, 5.8, 0.13, 0.08, 8040.0, 28.3],
[15.6, 31.7, 7.2, 302.0, 812.0, 1.2, 2.4, 0.29, 0.2, 6190.0, 17.0],
[19.0, 38.7, 3.6, 226.0, 952.0, 2.0, 3.9, 0.2, 0.13, 7260.0, 23.4],
[18.8, 38.4, 4.0, 236.0, 928.0, 1.9, 3.6, 0.21, 0.14, 7080.0, 22.4],
[20.6, 42.9, 2.7, 192.0, 1005.0, 2.6, 4.6, 0.17, 0.11, 7520.0, 26.2],
[17.6, 35.2, 5.4, 262.0, 878.0, 1.6, 3.1, 0.24, 0.16, 6680.0, 19.7],
[19.1, 39.9, 3.5, 214.0, 965.0, 2.1, 4.0, 0.19, 0.12, 7340.0, 24.1],
[16.7, 33.3, 6.4, 284.0, 842.0, 1.4, 2.9, 0.27, 0.18, 6370.0, 18.3],
[21.3, 44.2, 2.1, 178.0, 1048.0, 2.8, 5.1, 0.15, 0.09, 7760.0, 27.0],
[18.2, 36.7, 4.6, 249.0, 910.0, 1.8, 3.4, 0.22, 0.15, 7010.0, 21.1],
[22.5, 47.2, 1.2, 148.0, 1130.0, 3.4, 6.1, 0.12, 0.07, 8150.0, 28.8],
[15.4, 30.9, 7.5, 315.0, 800.0, 1.1, 2.1, 0.31, 0.22, 6100.0, 16.5],
[19.3, 39.3, 3.7, 222.0, 958.0, 2.0, 3.8, 0.2, 0.13, 7290.0, 23.8],
[18.5, 38.1, 4.2, 239.0, 922.0, 1.8, 3.7, 0.22, 0.14, 7090.0, 22.3],
[20.4, 42.5, 2.8, 198.0, 995.0, 2.5, 4.5, 0.17, 0.11, 7480.0, 26.0],
[17.4, 35.1, 5.6, 267.0, 880.0, 1.6, 3.2, 0.25, 0.16, 6660.0, 19.5],
[19.6, 40.4, 3.2, 216.0, 972.0, 2.2, 4.1, 0.18, 0.12, 7360.0, 24.5],
[16.3, 32.7, 6.8, 292.0, 830.0, 1.3, 2.7, 0.28, 0.19, 6280.0, 18.1],
[21.8, 45.5, 1.6, 162.0, 1090.0, 3.0, 5.6, 0.14, 0.08, 7920.0, 28.0],
[18.1, 36.6, 4.7, 251.0, 914.0, 1.7, 3.3, 0.23, 0.15, 7000.0, 21.0],
[22.1, 46.6, 1.4, 154.0, 1115.0, 3.3, 5.9, 0.13, 0.07, 8070.0, 28.4],
[15.7, 31.3, 7.3, 307.0, 808.0, 1.2, 2.3, 0.3, 0.21, 6140.0, 16.7],
[19.2, 39.0, 3.8, 224.0, 953.0, 2.1, 3.9, 0.19, 0.12, 7270.0, 23.6],
[18.6, 37.7, 4.4, 244.0, 918.0, 1.9, 3.6, 0.21, 0.14, 7060.0, 22.0],
[20.7, 43.3, 2.5, 186.0, 1030.0, 2.7, 4.8, 0.16, 0.1, 7620.0, 26.7],
[17.0, 34.3, 6.0, 278.0, 855.0, 1.5, 3.0, 0.26, 0.17, 6480.0, 18.9],
[19.9, 41.2, 3.0, 208.0, 988.0, 2.3, 4.2, 0.18, 0.11, 7420.0, 25.1],
[16.9, 33.6, 6.1, 283.0, 848.0, 1.4, 2.9, 0.27, 0.18, 6390.0, 18.5],
[21.4, 44.6, 1.9, 174.0, 1065.0, 2.9, 5.2, 0.15, 0.09, 7840.0, 27.4],
[18.3, 36.9, 4.5, 253.0, 916.0, 1.8, 3.4, 0.22, 0.15, 7030.0, 21.3],
[22.6, 47.4, 1.1, 145.0, 1140.0, 3.5, 6.2, 0.11, 0.06, 8200.0, 29.0],
[15.3, 30.5, 7.8, 320.0, 790.0, 1.0, 2.0, 0.32, 0.23, 6050.0, 16.2],
[19.4, 39.6, 3.7, 221.0, 957.0, 2.0, 3.8, 0.2, 0.13, 7310.0, 23.9],
[18.0, 43.3, 2.1, 261.5, 892.5, 1.8, 2.73, 0.256, 0.18, 6927.0, 16.3],
[22.8, 46.5, 8.0, 140.0, 1110.7, 3.36, 5.31, 0.113, 0.06, 8238.5, 17.9],
[17.3, 34.4, 3.7, 288.9, 864.5, 1.72, 3.82, 0.241, 0.165, 6515.1, 16.9],
[22.6, 48.0, 6.1, 140.0, 1094.8, 3.45, 5.22, 0.11, 0.06, 7951.3, 28.3],
[17.1, 38.4, 4.6, 277.6, 883.2, 1.53, 4.46, 0.276, 0.18, 6748.6, 24.1],
[22.4, 35.6, 8.0, 140.0, 1104.0, 3.27, 4.67, 0.139, 0.078, 7993.6, 23.3],
[16.1, 39.3, 5.5, 325.0, 856.3, 1.22, 2.03, 0.304, 0.222, 6401.0, 26.4],
[15.6, 32.6, 4.7, 325.0, 821.9, 1.12, 2.06, 0.297, 0.23, 6260.6, 24.6],
[22.1, 40.7, 8.0, 173.6, 1125.4, 3.24, 5.74, 0.133, 0.062, 7967.9, 16.3],
[15.9, 30.0, 1.0, 293.0, 826.2, 1.44, 2.79, 0.293, 0.208, 6144.6, 17.0],
[17.3, 31.6, 1.0, 290.3, 899.2, 1.87, 4.44, 0.247, 0.153, 6662.6, 26.9],
[22.2, 38.7, 8.0, 142.2, 1103.2, 3.38, 6.07, 0.111, 0.06, 7992.0, 19.0],
[16.0, 32.7, 1.0, 291.3, 831.5, 1.39, 2.99, 0.313, 0.215, 6182.0, 22.7],
[17.4, 33.4, 7.1, 276.1, 893.2, 1.57, 2.98, 0.273, 0.219, 6533.0, 22.6],
[22.9, 38.3, 7.5, 158.0, 1119.5, 3.5, 5.11, 0.118, 0.06, 8236.2, 17.2],
[21.7, 38.2, 8.0, 142.5, 1093.8, 3.16, 4.0, 0.145, 0.091, 7942.4, 18.4],
[20.5, 37.9, 3.0, 176.1, 1019.8, 2.56, 5.39, 0.191, 0.136, 7610.9, 27.0],
[19.4, 38.8, 7.5, 198.8, 1014.8, 2.54, 4.73, 0.198, 0.137, 7327.9, 28.1],
[22.1, 45.0, 7.0, 140.0, 1077.4, 3.38, 5.51, 0.114, 0.068, 8062.3, 16.1],
[16.3, 36.0, 1.0, 304.1, 821.4, 1.49, 2.81, 0.279, 0.194, 6425.5, 27.5],
[20.3, 40.3, 8.0, 194.5, 1004.7, 2.55, 5.49, 0.177, 0.083, 7543.1, 26.7],
[19.0, 39.1, 5.1, 214.2, 982.8, 2.16, 3.01, 0.221, 0.17, 7301.2, 28.9],
[22.3, 39.5, 8.0, 181.9, 1107.8, 3.47, 6.39, 0.142, 0.084, 8007.2, 27.5],
[17.5, 31.9, 3.0, 293.4, 913.2, 1.81, 2.82, 0.259, 0.16, 6559.2, 23.0],
[22.0, 44.4, 6.4, 175.3, 1088.8, 3.1, 5.68, 0.149, 0.06, 8134.0, 22.9],
[19.0, 42.2, 3.8, 244.6, 988.7, 2.41, 3.95, 0.21, 0.164, 7156.3, 16.5],
[18.7, 38.3, 6.4, 244.9, 913.9, 1.97, 4.58, 0.217, 0.169, 7049.5, 26.4],
[16.7, 37.4, 6.0, 258.8, 864.0, 1.55, 3.75, 0.284, 0.185, 6484.6, 20.4],
[21.4, 37.2, 7.9, 151.7, 1035.0, 3.19, 5.83, 0.16, 0.095, 7669.3, 18.1],
[17.0, 36.7, 1.3, 288.4, 857.4, 1.81, 4.23, 0.27, 0.193, 6530.3, 19.3],
[17.8, 40.4, 7.7, 237.2, 874.7, 1.69, 4.37, 0.255, 0.187, 6626.6, 22.6],
[18.8, 33.2, 5.3, 231.0, 965.3, 2.24, 3.14, 0.215, 0.137, 7070.0, 27.6],
[20.3, 34.6, 8.0, 211.0, 985.6, 2.69, 5.56, 0.184, 0.121, 7547.9, 22.2],
[19.4, 44.6, 6.3, 250.9, 1015.4, 2.25, 3.2, 0.189, 0.148, 7075.3, 25.2],
[15.6, 32.1, 1.0, 282.5, 837.2, 1.1, 2.16, 0.312, 0.23, 6319.7, 25.9],
[21.4, 37.3, 8.0, 192.0, 1097.5, 3.2, 4.91, 0.147, 0.06, 7736.3, 28.6],
[21.9, 39.9, 5.9, 180.7, 1063.7, 3.32, 5.23, 0.152, 0.093, 8098.8, 21.3],
[15.1, 39.8, 4.4, 311.8, 825.5, 1.21, 3.27, 0.32, 0.23, 6000.0, 20.4],
[20.4, 42.9, 4.1, 217.5, 995.3, 2.69, 3.62, 0.18, 0.114, 7673.8, 20.7],
[15.9, 30.0, 1.0, 311.3, 793.6, 1.11, 3.45, 0.279, 0.19, 6335.6, 17.1],
[15.7, 41.5, 2.7, 301.1, 841.5, 1.4, 4.37, 0.312, 0.23, 6030.3, 26.5],
[19.5, 37.4, 2.2, 197.6, 986.9, 2.21, 4.04, 0.184, 0.137, 7112.6, 24.8],
[21.0, 41.2, 3.3, 178.7, 1037.9, 3.02, 4.31, 0.181, 0.14, 7875.5, 16.6],
[22.1, 41.5, 4.2, 140.0, 1108.8, 3.41, 5.36, 0.139, 0.06, 7978.7, 24.5],
[19.7, 44.3, 8.0, 203.2, 1032.5, 2.62, 4.42, 0.201, 0.144, 7197.1, 22.3],
[17.8, 38.0, 7.2, 288.7, 949.9, 1.95, 3.93, 0.239, 0.15, 6861.4, 18.2],
[22.3, 45.8, 4.7, 169.7, 1122.6, 3.25, 6.1, 0.143, 0.1, 7863.7, 21.1],
[21.5, 47.3, 8.0, 180.3, 1068.0, 3.22, 5.87, 0.163, 0.095, 7794.1, 19.7],
[15.5, 39.6, 1.0, 325.0, 847.2, 1.18, 3.67, 0.32, 0.229, 6039.6, 22.1],
[16.0, 41.4, 1.2, 285.6, 843.7, 1.36, 2.95, 0.278, 0.198, 6289.4, 26.4],
[19.2, 43.1, 4.8, 231.5, 1004.1, 2.27, 3.36, 0.191, 0.106, 7229.4, 25.5],
[16.7, 30.6, 6.6, 276.7, 868.7, 1.49, 3.25, 0.292, 0.23, 6483.7, 26.6],
[18.2, 38.9, 1.3, 278.0, 900.8, 2.17, 4.05, 0.226, 0.158, 7092.0, 22.7],
[17.6, 38.5, 5.7, 239.4, 872.3, 1.66, 2.79, 0.237, 0.159, 6604.0, 20.7],
[22.2, 40.8, 6.9, 140.0, 1084.4, 3.07, 4.24, 0.122, 0.071, 7860.5, 17.6],
[18.7, 33.6, 5.8, 239.6, 966.7, 1.97, 4.53, 0.228, 0.183, 7190.1, 28.4],
[15.5, 31.4, 1.0, 325.0, 785.0, 1.04, 2.66, 0.306, 0.229, 6088.2, 22.2],
[21.0, 33.5, 8.0, 199.1, 1086.6, 2.88, 4.85, 0.147, 0.08, 7700.5, 19.3],
[17.2, 34.5, 7.0, 263.4, 860.9, 1.62, 2.68, 0.278, 0.202, 6690.4, 26.7],
[19.0, 32.2, 4.7, 237.7, 984.6, 2.22, 3.3, 0.206, 0.144, 7183.4, 23.7],
[17.8, 43.6, 3.0, 244.5, 879.1, 1.74, 3.08, 0.233, 0.182, 6701.5, 18.3],
[22.2, 35.3, 8.0, 153.1, 1145.0, 3.09, 4.77, 0.15, 0.06, 8151.8, 19.5],
[16.4, 37.8, 1.0, 296.0, 853.7, 1.35, 3.84, 0.271, 0.212, 6363.9, 22.9],
[16.9, 30.5, 2.0, 268.4, 877.0, 1.46, 3.32, 0.271, 0.228, 6469.0, 17.8],
[15.5, 41.4, 2.9, 325.0, 787.9, 1.23, 3.7, 0.311, 0.23, 6105.4, 20.7],
[22.4, 46.0, 4.7, 140.0, 1136.5, 3.49, 4.69, 0.11, 0.06, 8111.0, 27.4],
[16.1, 39.2, 4.5, 279.4, 807.6, 1.47, 3.73, 0.292, 0.23, 6460.3, 21.3],
[21.5, 39.6, 8.0, 172.4, 1061.6, 3.13, 5.04, 0.139, 0.06, 7781.7, 23.3],
[22.3, 43.0, 8.0, 182.6, 1123.7, 3.22, 4.33, 0.14, 0.063, 8066.5, 28.1],
[21.3, 35.4, 8.0, 164.2, 1088.0, 2.78, 4.83, 0.165, 0.072, 7708.7, 27.1],
[15.9, 39.8, 4.9, 298.0, 849.3, 1.14, 2.44, 0.305, 0.222, 6309.6, 25.4],
[19.3, 34.8, 6.5, 206.5, 1011.2, 2.38, 4.06, 0.206, 0.109, 7070.7, 23.9],
[19.0, 39.6, 8.0, 254.8, 999.6, 2.28, 4.61, 0.232, 0.15, 6986.0, 23.8],
[19.9, 37.8, 4.0, 237.7, 1039.5, 2.51, 3.56, 0.211, 0.121, 7228.0, 28.4],
[22.0, 41.3, 7.3, 157.1, 1064.4, 3.12, 5.69, 0.116, 0.06, 7928.0, 23.3],
[22.4, 39.2, 8.0, 168.1, 1114.2, 3.2, 5.0, 0.111, 0.06, 8080.6, 21.7],
[22.3, 39.4, 7.7, 164.1, 1074.5, 3.35, 4.54, 0.147, 0.098, 8019.0, 17.2],
[23.0, 42.0, 8.0, 140.0, 1145.0, 3.38, 6.16, 0.11, 0.06, 8064.6, 22.4],
[19.5, 32.4, 3.3, 218.1, 989.5, 2.38, 4.06, 0.204, 0.155, 7138.4, 27.6],
[22.6, 39.8, 8.0, 157.9, 1119.7, 3.19, 4.33, 0.129, 0.06, 7948.3, 19.0],
[16.8, 38.2, 6.6, 259.6, 890.0, 1.43, 3.67, 0.262, 0.216, 6403.5, 25.8],
[21.8, 45.4, 8.0, 177.8, 1067.4, 3.04, 5.81, 0.122, 0.077, 7795.7, 16.4],
[16.5, 36.7, 3.1, 313.9, 877.9, 1.41, 2.78, 0.276, 0.201, 6329.1, 24.4],
[18.3, 38.0, 4.8, 236.4, 969.4, 2.14, 3.25, 0.248, 0.179, 7085.9, 26.8],
[18.4, 30.7, 6.3, 248.9, 948.7, 1.97, 3.08, 0.244, 0.145, 6966.5, 18.3],
[17.2, 30.0, 1.0, 251.2, 890.1, 1.6, 3.62, 0.268, 0.178, 6501.3, 16.1],
[16.1, 40.7, 1.0, 305.4, 842.5, 1.41, 2.6, 0.308, 0.23, 6262.6, 23.0],
[15.4, 30.0, 1.0, 290.7, 811.3, 1.02, 2.68, 0.301, 0.23, 6200.1, 20.0],
[19.5, 38.2, 4.2, 247.1, 1006.1, 2.29, 3.16, 0.192, 0.116, 7086.2, 22.7],
[19.8, 36.5, 3.6, 190.4, 967.0, 2.59, 4.48, 0.202, 0.136, 7248.6, 27.1],
[21.4, 43.1, 8.0, 182.4, 1061.9, 2.84, 5.66, 0.137, 0.06, 7778.4, 18.5],
[19.3, 43.5, 3.4, 244.0, 991.2, 2.42, 5.09, 0.197, 0.128, 7097.9, 29.3],
[22.6, 35.2, 7.0, 174.8, 1101.4, 3.4, 6.21, 0.11, 0.06, 8056.4, 28.5],
[22.8, 48.0, 8.0, 166.3, 1145.0, 3.37, 5.99, 0.11, 0.06, 8085.8, 17.6],
[15.6, 37.3, 2.9, 324.6, 785.0, 1.11, 3.1, 0.316, 0.23, 6219.1, 28.0],
[19.9, 35.2, 8.0, 233.9, 967.2, 2.68, 4.64, 0.209, 0.121, 7577.3, 20.7],
[21.1, 38.7, 7.3, 191.6, 1089.4, 3.1, 5.59, 0.157, 0.092, 7810.7, 19.2],
[15.9, 32.9, 3.6, 292.0, 804.2, 1.1, 2.0, 0.316, 0.23, 6206.9, 25.2],
[16.7, 42.0, 1.0, 261.1, 854.9, 1.68, 4.56, 0.274, 0.197, 6344.9, 29.4],
[16.9, 42.1, 1.7, 287.5, 871.5, 1.49, 2.68, 0.259, 0.208, 6646.2, 20.7],
[15.5, 41.1, 1.0, 325.0, 847.1, 1.03, 2.7, 0.317, 0.23, 6002.2, 27.0],
[16.8, 31.9, 2.5, 289.0, 872.4, 1.4, 4.13, 0.263, 0.215, 6661.7, 28.9],
[21.9, 45.2, 6.7, 168.5, 1062.5, 3.12, 4.74, 0.129, 0.06, 7939.0, 17.1],
[16.8, 38.4, 6.2, 304.4, 865.6, 1.55, 3.65, 0.286, 0.225, 6577.5, 23.6],
[17.1, 41.4, 1.0, 285.9, 907.5, 1.8, 4.16, 0.278, 0.196, 6662.7, 24.4],
[21.0, 35.2, 4.0, 208.6, 1017.3, 3.01, 4.09, 0.156, 0.071, 7551.8, 27.0],
[21.7, 40.8, 8.0, 157.3, 1095.9, 3.29, 5.48, 0.135, 0.06, 7900.4, 26.5],
[15.9, 38.6, 1.6, 325.0, 812.8, 1.33, 4.18, 0.28, 0.184, 6328.3, 16.9],
[17.4, 39.3, 6.9, 274.4, 880.7, 1.8, 2.7, 0.272, 0.174, 6862.6, 26.1],
[16.0, 38.6, 5.8, 273.2, 815.9, 1.31, 3.8, 0.301, 0.23, 6190.7, 29.5],
[18.4, 36.7, 7.1, 264.1, 953.5, 1.95, 2.93, 0.238, 0.159, 6865.6, 28.8],
[16.2, 34.3, 1.0, 292.4, 850.1, 1.33, 2.73, 0.308, 0.23, 6495.1, 19.1],
[16.7, 30.0, 1.5, 277.8, 890.6, 1.52, 4.45, 0.263, 0.171, 6588.8, 26.4],
[21.8, 44.5, 6.8, 145.6, 1053.6, 3.29, 5.45, 0.153, 0.084, 7759.4, 17.7],
[20.5, 38.5, 8.0, 197.3, 997.6, 2.75, 4.14, 0.188, 0.129, 7529.0, 16.2],
[15.6, 33.1, 1.8, 317.1, 795.3, 1.27, 3.96, 0.315, 0.23, 6161.0, 17.4],
[16.9, 42.7, 5.8, 281.0, 880.0, 1.67, 3.7, 0.251, 0.191, 6541.5, 17.2],
[17.8, 30.3, 7.2, 254.1, 881.6, 1.9, 4.22, 0.259, 0.207, 6654.5, 17.4],
[20.1, 42.0, 8.0, 233.2, 978.7, 2.61, 4.97, 0.201, 0.118, 7555.1, 20.6],
[21.5, 34.6, 4.3, 177.5, 1102.9, 3.01, 5.23, 0.15, 0.066, 7660.8, 16.8],
[17.0, 31.2, 1.0, 261.9, 913.1, 1.56, 2.76, 0.279, 0.199, 6561.8, 23.5],
[20.8, 36.0, 2.8, 219.4, 1058.0, 2.69, 4.99, 0.151, 0.109, 7534.3, 22.2],
[21.9, 44.1, 6.0, 161.0, 1083.2, 3.1, 6.07, 0.12, 0.06, 7972.1, 21.9],
[20.8, 39.6, 3.8, 214.9, 1039.7, 2.72, 4.82, 0.184, 0.131, 7680.4, 24.5],
[20.9, 34.7, 5.2, 213.1, 1024.9, 2.74, 5.68, 0.152, 0.061, 7656.3, 19.3],
[22.0, 40.2, 7.9, 154.7, 1107.4, 3.05, 4.71, 0.155, 0.1, 8031.4, 20.4],
[21.2, 35.0, 3.4, 178.9, 1042.9, 2.77, 3.94, 0.158, 0.098, 7875.3, 21.8],
[17.0, 37.6, 1.3, 258.8, 848.4, 1.44, 3.86, 0.274, 0.206, 6700.2, 26.9],
[19.7, 43.9, 8.0, 193.0, 978.1, 2.29, 4.26, 0.214, 0.172, 7170.7, 22.1],
[22.5, 38.9, 8.0, 140.0, 1094.4, 3.5, 6.42, 0.11, 0.06, 8165.0, 27.7],
[18.6, 37.8, 4.7, 251.8, 918.2, 1.94, 3.42, 0.234, 0.182, 7081.9, 29.1],
[15.8, 37.2, 2.2, 325.0, 795.2, 1.33, 3.97, 0.317, 0.23, 6223.9, 24.3],
[22.0, 42.0, 8.0, 189.0, 1115.2, 3.26, 4.53, 0.143, 0.079, 8029.2, 17.4],
[20.3, 46.3, 8.0, 231.1, 1016.1, 2.8, 5.32, 0.184, 0.1, 7642.0, 21.5],
[17.6, 38.9, 1.1, 280.6, 925.8, 1.79, 4.39, 0.237, 0.164, 6533.6, 20.4],
[17.9, 35.4, 2.3, 251.3, 911.4, 1.8, 3.42, 0.233, 0.189, 6857.0, 25.0],
[20.0, 38.5, 7.0, 231.2, 1011.5, 2.55, 3.41, 0.182, 0.119, 7365.8, 23.8],
[19.3, 39.8, 3.2, 244.3, 995.9, 2.53, 3.37, 0.195, 0.155, 7268.4, 28.1],
[16.9, 41.9, 6.4, 307.1, 858.6, 1.43, 3.3, 0.26, 0.203, 6457.3, 26.8],
[19.3, 35.7, 4.4, 238.5, 960.3, 2.31, 3.38, 0.194, 0.113, 7082.0, 23.1],
[20.7, 34.2, 6.2, 178.6, 1078.5, 2.77, 5.34, 0.172, 0.129, 7656.4, 28.8],
[19.8, 43.3, 2.7, 197.7, 978.0, 2.54, 4.24, 0.208, 0.114, 7291.4, 19.2],
[21.2, 37.0, 4.6, 177.0, 1077.4, 2.78, 4.95, 0.155, 0.08, 7611.0, 25.9],
[21.9, 36.9, 8.0, 140.0, 1106.9, 3.2, 5.2, 0.128, 0.065, 7978.4, 22.7],
[22.9, 36.8, 7.3, 140.0, 1134.8, 3.5, 5.82, 0.132, 0.084, 8063.5, 25.8],
[19.6, 35.4, 8.0, 193.8, 1023.5, 2.31, 3.82, 0.188, 0.127, 7121.5, 23.0],
[15.5, 38.7, 3.6, 315.8, 837.9, 1.22, 3.19, 0.3, 0.23, 6208.4, 29.4],
[20.3, 40.1, 4.5, 200.3, 988.3, 2.68, 5.59, 0.168, 0.087, 7371.0, 23.2],
[15.8, 34.1, 1.0, 297.4, 834.2, 1.37, 4.21, 0.288, 0.224, 6086.0, 29.4],
[22.4, 42.0, 5.7, 155.1, 1127.9, 3.15, 5.61, 0.111, 0.06, 8194.1, 25.6],
[15.3, 31.5, 3.2, 309.7, 785.0, 1.27, 3.29, 0.304, 0.23, 6063.3, 24.1],
[19.1, 44.0, 5.1, 259.7, 997.6, 2.16, 5.01, 0.197, 0.108, 7105.4, 27.9],
[21.9, 45.2, 5.6, 153.7, 1062.0, 3.12, 4.3, 0.147, 0.086, 8130.9, 24.7],
